7-1,machine_7043,1275,11
7-1,machine_4218,1275,11
7-1,machine_5836,1275,11
7-1,machine_5618,1275,11
7-1,machine_7028,1275,11
7-1,machine_6453,1275,11
7-1,machine_3308,1275,11
7-1,machine_3052,1275,11
7-1,machine_472,1275,11
7-1,machine_7720,1275,11
7-1,machine_2554,1275,11
7-1,machine_7189,1275,11
7-1,machine_1282,1275,11
7-1,machine_2769,1275,11
7-1,machine_1298,1275,11
7-1,machine_7518,1275,11
7-1,machine_1107,1275,11
7-1,machine_3327,1275,11
7-1,machine_5378,1275,11
7-1,machine_5418,1275,11
7-1,machine_1766,1275,11
7-1,machine_2625,1275,11
7-1,machine_6820,1275,9
11-1,machine_2743,135,11
11-1,machine_692,135,11
11-1,machine_4481,135,11
11-1,machine_5246,135,11
11-1,machine_6345,135,11
11-1,machine_4159,135,11
11-1,machine_5594,135,11
11-1,machine_4958,135,11
11-1,machine_4217,135,11
11-1,machine_544,135,11
11-1,machine_3554,135,11
11-1,machine_5646,135,11
11-1,machine_3806,135,11
11-1,machine_1416,135,11
11-1,machine_5300,135,11
11-1,machine_4315,135,11
11-1,machine_301,135,11
11-1,machine_5405,135,11
11-1,machine_7689,135,11
11-1,machine_612,135,11
11-1,machine_3590,135,11
11-1,machine_7236,135,11
11-1,machine_1842,135,11
11-1,machine_2424,135,11
11-1,machine_2515,135,11
11-1,machine_3886,135,3
36-3,machine_6545,105,1
36-1,machine_4169,345,11
36-1,machine_6270,345,11
36-1,machine_7550,345,11
36-1,machine_2021,345,11
36-1,machine_1881,345,11
36-1,machine_3383,345,11
36-1,machine_7200,345,11
36-1,machine_811,345,11
36-1,machine_7736,345,11
36-1,machine_3454,345,11
36-1,machine_1598,345,11
36-1,machine_1250,345,11
36-1,machine_7458,345,11
36-1,machine_3280,345,11
36-1,machine_5696,345,11
36-1,machine_5898,345,11
36-1,machine_4249,345,11
36-1,machine_4009,345,11
36-1,machine_5389,345,11
36-1,machine_7343,345,11
36-1,machine_1788,345,11
36-1,machine_2597,345,11
36-1,machine_4644,345,11
36-1,machine_3912,345,11
36-1,machine_2316,345,11
36-1,machine_2948,345,11
36-1,machine_944,345,11
36-1,machine_1704,345,11
36-1,machine_786,345,11
36-1,machine_6515,345,11
36-1,machine_4260,345,11
36-1,machine_5550,345,11
36-1,machine_3773,345,11
36-1,machine_460,345,11
36-1,machine_1395,345,11
36-1,machine_1320,345,11
36-1,machine_231,345,11
36-1,machine_3229,345,11
36-1,machine_1038,345,11
36-1,machine_4422,345,11
36-1,machine_3044,345,11
36-1,machine_4284,345,11
36-1,machine_2767,345,11
36-1,machine_4807,345,11
36-1,machine_418,345,11
36-1,machine_5609,345,11
36-1,machine_7451,345,11
36-1,machine_4917,345,11
36-1,machine_810,345,11
36-1,machine_3452,345,11
36-1,machine_3398,345,11
36-1,machine_2836,345,11
36-1,machine_470,345,11
36-1,machine_4597,345,11
36-1,machine_1672,345,11
36-1,machine_5836,345,11
36-1,machine_3193,345,11
36-1,machine_2547,345,11
36-1,machine_1887,345,11
36-1,machine_3258,345,1
36-2,machine_3240,810,11
36-2,machine_92,810,11
36-2,machine_4152,810,11
36-2,machine_1570,810,11
36-2,machine_2680,810,11
36-2,machine_7555,810,11
36-2,machine_429,810,11
36-2,machine_6345,810,11
36-2,machine_2204,810,11
36-2,machine_2423,810,11
36-2,machine_6931,810,11
36-2,machine_6302,810,11
36-2,machine_4871,810,11
36-2,machine_4965,810,11
36-2,machine_3979,810,11
36-2,machine_7269,810,11
36-2,machine_6217,810,11
36-2,machine_7158,810,11
36-2,machine_6183,810,11
36-2,machine_1885,810,11
36-2,machine_4213,810,11
36-2,machine_4374,810,11
36-2,machine_4030,810,1
36-4,machine_4418,1245,11
36-4,machine_7832,1245,11
36-4,machine_852,1245,11
36-4,machine_6517,1245,11
36-4,machine_6900,1245,11
36-4,machine_5485,1245,11
36-4,machine_7594,1245,11
36-4,machine_4238,1245,11
36-4,machine_3283,1245,11
36-4,machine_5243,1245,11
36-4,machine_4978,1245,11
36-4,machine_3880,1245,11
36-4,machine_1225,1245,11
36-4,machine_1770,1245,11
36-4,machine_5553,1245,11
36-4,machine_4099,1245,11
36-4,machine_7949,1245,11
36-4,machine_7628,1245,11
36-4,machine_6773,1245,11
36-4,machine_7706,1245,11
36-4,machine_6708,1245,11
36-4,machine_5003,1245,11
36-4,machine_4352,1245,8
36-5,machine_2625,1140,11
36-5,machine_4236,1140,11
36-5,machine_509,1140,11
36-5,machine_2643,1140,11
36-5,machine_1215,1140,11
36-5,machine_848,1140,11
36-5,machine_7127,1140,11
36-5,machine_3092,1140,11
36-5,machine_1101,1140,11
36-5,machine_2638,1140,11
36-5,machine_7604,1140,11
36-5,machine_2486,1140,11
36-5,machine_724,1140,11
36-5,machine_6204,1140,11
36-5,machine_3125,1140,11
36-5,machine_3229,1140,11
36-5,machine_3626,1140,11
36-5,machine_2641,1140,11
36-5,machine_4940,1140,11
36-5,machine_4294,1140,3
36-6,machine_2083,1020,11
36-6,machine_1257,1020,11
36-6,machine_7574,1020,11
36-6,machine_1844,1020,11
36-6,machine_5098,1020,11
36-6,machine_2549,1020,11
36-6,machine_3185,1020,11
36-6,machine_3854,1020,11
36-6,machine_824,1020,11
36-6,machine_3846,1020,11
36-6,machine_405,1020,11
36-6,machine_3363,1020,11
36-6,machine_6391,1020,11
36-6,machine_1845,1020,11
36-6,machine_1681,1020,11
36-6,machine_1873,1020,11
36-6,machine_4418,1020,11
36-6,machine_1154,1020,11
36-6,machine_3883,1020,11
36-6,machine_4076,1020,11
36-6,machine_5855,1020,11
36-6,machine_1542,1020,11
36-6,machine_6866,1020,3
38-1,machine_1294,360,6
38-6,machine_3725,900,11
38-6,machine_3471,900,11
38-6,machine_6250,900,11
38-6,machine_571,900,11
38-6,machine_7716,900,11
38-6,machine_1114,900,11
38-6,machine_1549,900,11
38-6,machine_1845,900,11
38-6,machine_7879,900,11
38-6,machine_565,900,11
38-6,machine_5979,900,11
38-6,machine_7766,900,11
38-6,machine_4036,900,11
38-6,machine_5981,900,11
38-6,machine_5219,900,11
38-6,machine_1154,900,11
38-6,machine_3657,900,11
38-6,machine_570,900,11
38-6,machine_7403,900,11
38-6,machine_7966,900,11
38-6,machine_7341,900,11
38-6,machine_2419,900,11
38-6,machine_5196,900,11
38-6,machine_2414,900,11
38-6,machine_3792,900,11
38-6,machine_4708,900,3
38-3,machine_3100,600,11
38-3,machine_6233,600,11
38-3,machine_5679,600,11
38-3,machine_7966,600,11
38-3,machine_2663,600,11
38-3,machine_695,600,11
38-3,machine_2657,600,11
38-3,machine_6583,600,11
38-3,machine_4399,600,11
38-3,machine_4671,600,11
38-3,machine_6717,600,11
38-3,machine_7951,600,11
38-3,machine_7894,600,11
38-3,machine_6697,600,11
38-3,machine_747,600,11
